observableId	preequilibrationConditionId	simulationConditionId	measurement	time	observableParameters	noiseParameters	datasetId
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	172	11		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	206	12		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	264	13		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	327	14		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	399	15		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	496	16		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	583	17		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	664	18		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	732	19		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	844	20		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	922	21		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	1008	22.1		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	1123	23		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	1223	24		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	1323	25		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	1402	26		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	1525	27		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	1631	28		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	1712	29		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	1834	30		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	1939	31		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	2054	32		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	2151	33		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	2302	34		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	2358	35		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	2423	36		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	2537	37		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	2659	38		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	2760	39		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	2873	40		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	2998	41		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	3091	42		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	3181	43		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	3334	44		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	3447	45		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	3589	46		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	3714	47		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	3820	48		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	3913	49		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	4019	50		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	4204	51		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	4413	52		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	4595	53		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	4740	54		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	4912	55		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_neighbouring_counties_with_airports		condition1	5041	56		sd_Cumulative_cases_Counties_neighbouring_counties_with_airports	model1_data_Cumulative_cases_Counties_neighbouring_counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	14	1		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	21	2		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	31	3		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	39	4		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	49	5		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	67	6		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	84	7		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	102	8		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	132	9		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	170	10		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	209	11		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	256	12		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	325	13		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	393	14		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	492	15		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	629	16		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	785	17		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	924	18		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	1031	19		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	1188	20		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	1308	21		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	1409	22.1		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	1587	23		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	1705	24		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	1855	25		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	2018	26		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	2179	27		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	2332	28		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	2450	29		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	2616	30		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	2751	31		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	2928	32		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	3075	33		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	3218	34		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	3350	35		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	3482	36		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	3661	37		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	3798	38		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	3929	39		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	4071	40		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	4217	41		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	4357	42		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	4509	43		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	4726	44		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	4949	45		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	5135	46		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	5330	47		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	5556	48		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	5721	49		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	5887	50		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	6119	51		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	6320	52		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	6568	53		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	6821	54		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	7073	55		sd_Cumulative_cases_Counties_with_airports	model1_data_Cumulative_cases_Counties_with_airports
observable_Cumulative_cases_Counties_with_airports		condition1	7289	56		sd_Cumulative_cases_Counties_with_airports	model1_data__Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	13	1		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	15	2		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	16	3		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	19	4		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	19	5		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	28	6		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	30	7		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	33	8		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	43	9		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	61	10		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	68	11		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	83	12		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	102	13		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	117	14		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	145	15		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	169	16		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	213	17		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	239	18		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	269	19		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	314	20		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	346	21		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	375	22.1		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	421	23		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	474	24		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	522	25		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	566	26		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	619	27		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	670	28		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	723	29		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	787	30		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	831	31		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	901	32		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	945	33		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	1013	34		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	1069	35		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	1110	36		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	1177	37		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	1220	38		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	1281	39		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	1346	40		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	1418	41		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	1473	42		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	1530	43		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	1604	44		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	1665	45		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	1736	46		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	1832	47		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	1890	48		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	1940	49		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	1986	50		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	2070	51		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	2146	52		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	2238	53		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	2316	54		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
observable_Cumulative_cases_Counties_with_highways		condition1	2391	55		sd_Cumulative_cases_Counties_with_highways	model1_data_Cumulative_cases_Counties_with_highways
